# Time(s) Distance(km)
1.044059551651360351e+06 6.192251944016000032e+08
1.045859654326621327e+06 6.192563220640639067e+08
1.047659757001882303e+06 6.192874414680587053e+08
1.049459859677143395e+06 6.193185526079517603e+08
1.051259962352404138e+06 6.193496554781233072e+08
1.053060065027665114e+06 6.193807500729650259e+08
1.054860167702926090e+06 6.194118363868805170e+08
1.056660270378187066e+06 6.194429144142856598e+08
1.058460373053448042e+06 6.194739841496077776e+08
1.060260475728709018e+06 6.195050455872861147e+08
1.062060578403969994e+06 6.195360987217714787e+08
1.063860681079230970e+06 6.195671435475262403e+08
1.065660783754491946e+06 6.195981800590249300e+08
1.067460886429752922e+06 6.196292082507524490e+08
1.069260989105013898e+06 6.196602281172059774e+08
1.071061091780274874e+06 6.196912396528936625e+08
1.072861194455535850e+06 6.197222428523348570e+08
1.074661297130796826e+06 6.197532377100603580e+08
1.076461399806057801e+06 6.197842242206115723e+08
1.078261502481318777e+06 6.198152023785415888e+08
1.080061605156579753e+06 6.198461721784136295e+08
1.081861707831840729e+06 6.198771336148023605e+08
1.083661810507101705e+06 6.199080866822930574e+08
1.085461913182362681e+06 6.199390313754819632e+08
1.087262015857623657e+06 6.199699676889754534e+08
1.089062118532884633e+06 6.200008956173907518e+08
1.090862221208145609e+06 6.200318151553554535e+08
1.092662323883406585e+06 6.200627262975076437e+08
1.094462426558667328e+06 6.200936290384955406e+08
1.096262529233928304e+06 6.201245233729778528e+08
1.098062631909189280e+06 6.201554092956231833e+08
1.099862734584450256e+06 6.201862868011102676e+08
1.101662837259711232e+06 6.202171558841277361e+08
1.103462939934972208e+06 6.202480165393742323e+08
1.105263042610233184e+06 6.202788687615582943e+08
1.107063145285494160e+06 6.203097125453981161e+08
1.108863247960755136e+06 6.203405478856215477e+08
1.110663350636016112e+06 6.203713747769656181e+08
1.112463453311277088e+06 6.204021932141774893e+08
1.114263555986538064e+06 6.204330031920131445e+08
1.116063658661799040e+06 6.204638047052383423e+08
1.117863761337060016e+06 6.204945977486275434e+08
1.119663864012320992e+06 6.205253823169647455e+08
1.121463966687581968e+06 6.205561584050430059e+08
1.123264069362842944e+06 6.205869260076640844e+08
1.125064172038103919e+06 6.206176851196390390e+08
1.126864274713364895e+06 6.206484357357871532e+08
1.128664377388625871e+06 6.206791778509368896e+08
1.130464480063886847e+06 6.207099114599252939e+08
1.132264582739147823e+06 6.207406365575975180e+08
1.134064685414408799e+06 6.207713531388078928e+08
1.135864788089669775e+06 6.208020611984183788e+08
1.137664890764930518e+06 6.208327607312999964e+08
1.139464993440191494e+06 6.208634517323311567e+08
1.141265096115452470e+06 6.208941341963989735e+08
1.143065198790713446e+06 6.209248081183985472e+08
1.144865301465974422e+06 6.209554734932326078e+08
1.146665404141235398e+06 6.209861303158121109e+08
1.148465506816496374e+06 6.210167785810554028e+08
1.150265609491757350e+06 6.210474182838889360e+08
1.152065712167018326e+06 6.210780494192466736e+08
1.153865814842279302e+06 6.211086719820700884e+08
1.155665917517540278e+06 6.211392859673079252e+08
1.157466020192801254e+06 6.211698913699166775e+08
1.159266122868062230e+06 6.212004881848595142e+08
1.161066225543323206e+06 6.212310764071077108e+08
1.162866328218584182e+06 6.212616560316388607e+08
1.164666430893845158e+06 6.212922270534378290e+08
1.166466533569106134e+06 6.213227894674968719e+08
1.168266636244367110e+06 6.213533432688145638e+08
1.170066738919628086e+06 6.213838884523965120e+08
1.171866841594889062e+06 6.214144250132551193e+08
1.173666944270150037e+06 6.214449529464093447e+08
1.175467046945411013e+06 6.214754722468848228e+08
1.177267149620671989e+06 6.215059829097131491e+08
1.179067252295932733e+06 6.215364849299334288e+08
1.180867354971193708e+06 6.215669783025897741e+08
1.182667457646454684e+06 6.215974630227336884e+08
1.184467560321715660e+06 6.216279390854222775e+08
1.186267662996976636e+06 6.216584064857188463e+08
1.188067765672237612e+06 6.216888652186924219e+08
1.189867868347498588e+06 6.217193152794187069e+08
1.191667971022759564e+06 6.217497566629785299e+08
1.193468073698020540e+06 6.217801893644593954e+08
1.195268176373281516e+06 6.218106133789533377e+08
1.197068279048542492e+06 6.218410287015591860e+08
1.198868381723803468e+06 6.218714353273805380e+08
1.200668484399064444e+06 6.219018332515269518e+08
1.202468587074325420e+06 6.219322224691134691e+08
1.204268689749586396e+06 6.219626029752601385e+08
1.206068792424847372e+06 6.219929747650924921e+08
1.207868895100108348e+06 6.220233378337413073e+08
1.209668997775369324e+06 6.220536921763426065e+08
1.211469100450630300e+06 6.220840377880373001e+08
1.213269203125891276e+06 6.221143746639716625e+08
1.215069305801152252e+06 6.221447027992962599e+08
1.216869408476413228e+06 6.221750221891673803e+08
1.218669511151674204e+06 6.222053328287453651e+08
1.220469613826935180e+06 6.222356347131958008e+08
1.222269716502195923e+06 6.222659278376886845e+08
1.224069819177456899e+06 6.222962121973987818e+08
1.225869921852717875e+06 6.223264877875056267e+08
1.227670024527978851e+06 6.223567546031928062e+08
1.229470127203239826e+06 6.223870126396484375e+08
1.231270229878500802e+06 6.224172618920652866e+08
1.233070332553761778e+06 6.224475023556401730e+08
1.234870435229022754e+06 6.224777340255742073e+08
1.236670537904283730e+06 6.225079568970726728e+08
1.238470640579544706e+06 6.225381709653447866e+08
1.240270743254805682e+06 6.225683762256045341e+08
1.242070845930066658e+06 6.225985726730691195e+08
1.243870948605327634e+06 6.226287603029599190e+08
1.245671051280588610e+06 6.226589391105022430e+08
1.247471153955849586e+06 6.226891090909253359e+08
1.249271256631110562e+06 6.227192702394620180e+08
1.251071359306371538e+06 6.227494225513491631e+08
1.252871461981632514e+06 6.227795660218268633e+08
1.254671564656893490e+06 6.228097006461391449e+08
1.256471667332154466e+06 6.228398264195334911e+08
1.258271770007415442e+06 6.228699433372606039e+08
1.260071872682676418e+06 6.229000513945752382e+08
1.261871975357937394e+06 6.229301505867348909e+08
1.263672078033198370e+06 6.229602409090008736e+08
1.265472180708459113e+06 6.229903223566377163e+08
1.267272283383720089e+06 6.230203949249126911e+08
1.269072386058981065e+06 6.230504586090970039e+08
1.270872488734242041e+06 6.230805134044647217e+08
1.272672591409503017e+06 6.231105593062927723e+08
1.274472694084763993e+06 6.231405963098613024e+08
1.276272796760024969e+06 6.231706244104534388e+08
1.278072899435285944e+06 6.232006436033552885e+08
1.279873002110546920e+06 6.232306538838558197e+08
1.281673104785807896e+06 6.232606552472468615e+08
1.283473207461068872e+06 6.232906476888233423e+08
1.285273310136329848e+06 6.233206312038823366e+08
1.287073412811590824e+06 6.233506057877240181e+08
1.288873515486851800e+06 6.233805714356515408e+08
1.290673618162112776e+06 6.234105281429700851e+08
1.292473720837373752e+06 6.234404759049878120e+08
1.294273823512634728e+06 6.234704147170153856e+08
1.296073926187895704e+06 6.235003445743658543e+08
1.297874028863156680e+06 6.235302654723548889e+08
1.299674131538417656e+06 6.235601774063003063e+08
1.301474234213678632e+06 6.235900803715230227e+08
1.303274336888939608e+06 6.236199743633452654e+08
1.305074439564200584e+06 6.236498593770924807e+08
1.306874542239461560e+06 6.236797354080920219e+08
1.308674644914722303e+06 6.237096024516731501e+08
1.310474747589983279e+06 6.237394605031682253e+08
1.312274850265244255e+06 6.237693095579109192e+08
1.314074952940505231e+06 6.237991496112370491e+08
1.315875055615766207e+06 6.238289806584854126e+08
1.317675158291027183e+06 6.238588026949958801e+08
1.319475260966288159e+06 6.238886157161109447e+08
1.321275363641549135e+06 6.239184197171748877e+08
1.323075466316810111e+06 6.239482146935337782e+08
1.324875568992071087e+06 6.239780006405360699e+08
1.326675671667332062e+06 6.240077775535314083e+08
1.328475774342593038e+06 6.240375454278723001e+08
1.330275877017854014e+06 6.240673042589119673e+08
1.332075979693114990e+06 6.240970540420062542e+08
1.333876082368375966e+06 6.241267947725124359e+08
1.335676185043636942e+06 6.241565264457896948e+08
1.337476287718897918e+06 6.241862490571987629e+08
1.339276390394158894e+06 6.242159626021020412e+08
1.341076493069419870e+06 6.242456670758638382e+08
1.342876595744680846e+06 6.242753624738497734e+08
1.344676698419941822e+06 6.243050487914272547e+08
1.346476801095202798e+06 6.243347260239651203e+08
1.348276903770463774e+06 6.243643941668341160e+08
1.350077006445724750e+06 6.243940532154060602e+08
1.351877109120985493e+06 6.244237031650543213e+08
1.353677211796246469e+06 6.244533440111541748e+08
1.355477314471507445e+06 6.244829757490818501e+08
1.357277417146768421e+06 6.245125983742153645e+08
1.359077519822029397e+06 6.245422118819338083e+08
1.360877622497290373e+06 6.245718162676177025e+08
1.362677725172551349e+06 6.246014115266492367e+08
1.364477827847812325e+06 6.246309976544113159e+08
1.366277930523073301e+06 6.246605746462889910e+08
1.368078033198334277e+06 6.246901424976680279e+08
1.369878135873595253e+06 6.247197012039353848e+08
1.371678238548856229e+06 6.247492507604796886e+08
1.373478341224117205e+06 6.247787911626904011e+08
1.375278443899378181e+06 6.248083224059584141e+08
1.377078546574639156e+06 6.248378444856755733e+08
1.378878649249900132e+06 6.248673573972352743e+08
1.380678751925161108e+06 6.248968611360317469e+08
1.382478854600422084e+06 6.249263556974601746e+08
1.384278957275683060e+06 6.249558410769172907e+08
1.386079059950944036e+06 6.249853172698007822e+08
1.387879162626205012e+06 6.250147842715091705e+08
1.389679265301465988e+06 6.250442420774424076e+08
1.391479367976726964e+06 6.250736906830012798e+08
1.393279470651987707e+06 6.251031300835871696e+08
1.395079573327248683e+06 6.251325602746033669e+08
1.396879676002509659e+06 6.251619812514532804e+08
1.398679778677770635e+06 6.251913930095419884e+08
1.400479881353031611e+06 6.252207955442749262e+08
1.402279984028292587e+06 6.252501888510591984e+08
1.404080086703553563e+06 6.252795729253016710e+08
1.405880189378814539e+06 6.253089477624115944e+08
1.407680292054075515e+06 6.253383133577977419e+08
1.409480394729336491e+06 6.253676697068707943e+08
1.411280497404597467e+06 6.253970168050419092e+08
1.413080600079858443e+06 6.254263546477227211e+08
1.414880702755119419e+06 6.254556832303265333e+08
1.416680805430380395e+06 6.254850025482665300e+08
1.418480908105641371e+06 6.255143125969576836e+08
1.420281010780902347e+06 6.255436133718152046e+08
1.422081113456163323e+06 6.255729048682550192e+08
1.423881216131424299e+06 6.256021870816942453e+08
1.425681318806685274e+06 6.256314600075503588e+08
1.427481421481946250e+06 6.256607236412417889e+08
1.429281524157207226e+06 6.256899779781880379e+08
1.431081626832468202e+06 6.257192230138086081e+08
1.432881729507729178e+06 6.257484587435244322e+08
1.434681832182990154e+06 6.257776851627568007e+08
1.436481934858250897e+06 6.258069022669277191e+08
1.438282037533511873e+06 6.258361100514601469e+08
1.440082140208772849e+06 6.258653085117774010e+08
1.441882242884033825e+06 6.258944976433038712e+08
1.443682345559294801e+06 6.259236774414643049e+08
1.445482448234555777e+06 6.259528479016841650e+08
1.447282550909816753e+06 6.259820090193896294e+08
1.449082653585077729e+06 6.260111607900077105e+08
1.450882756260338705e+06 6.260403032089656591e+08
1.452682858935599681e+06 6.260694362716916800e+08
1.454482961610860657e+06 6.260985599736144543e+08
1.456283064286121633e+06 6.261276743101633787e+08
1.458083166961382609e+06 6.261567792767685652e+08
1.459883269636643585e+06 6.261858748688604832e+08
1.461683372311904561e+06 6.262149610818700790e+08
1.463483474987165537e+06 6.262440379112293720e+08
1.465283577662426513e+06 6.262731053523707390e+08
1.467083680337687489e+06 6.263021634007272720e+08
1.468883783012948465e+06 6.263312120517321825e+08
1.470683885688209441e+06 6.263602513008196354e+08
1.472483988363470417e+06 6.263892811434245110e+08
1.474284091038731392e+06 6.264183015749820471e+08
1.476084193713992368e+06 6.264473125909276009e+08
1.477884296389253344e+06 6.264763141866978407e+08
1.479684399064514088e+06 6.265053063577296734e+08
1.481484501739775063e+06 6.265342890994604826e+08
1.483284604415036039e+06 6.265632624073281288e+08
1.485084707090297015e+06 6.265922262767711878e+08
1.486884809765557991e+06 6.266211807032287121e+08
1.488684912440818967e+06 6.266501256821401119e+08
1.490485015116079943e+06 6.266790612089457512e+08
1.492285117791340919e+06 6.267079872790858746e+08
1.494085220466601895e+06 6.267369038880019188e+08
1.495885323141862871e+06 6.267658110311353207e+08
1.497685425817123847e+06 6.267947087039282322e+08
1.499485528492384823e+06 6.268235969018231630e+08
1.501285631167645799e+06 6.268524756202634573e+08
1.503085733842906775e+06 6.268813448546928167e+08
1.504885836518167751e+06 6.269102046005551815e+08
1.506685939193428727e+06 6.269390548532952070e+08
1.508486041868689703e+06 6.269678956083581448e+08
1.510286144543950679e+06 6.269967268611894846e+08
1.512086247219211655e+06 6.270255486072354317e+08
1.513886349894472631e+06 6.270543608419425488e+08
1.515686452569733607e+06 6.270831635607578754e+08
1.517486555244994583e+06 6.271119567591289282e+08
1.519286657920255559e+06 6.271407404325038195e+08
1.521086760595516535e+06 6.271695145763311386e+08
1.522886863270777278e+06 6.271982791860599518e+08
1.524686965946038254e+06 6.272270342571394444e+08
1.526487068621299230e+06 6.272557797850197554e+08
1.528287171296560206e+06 6.272845157651517391e+08
1.530087273971821181e+06 6.273132421929855347e+08
1.531887376647082157e+06 6.273419590639731884e+08
1.533687479322343133e+06 6.273706663735661507e+08
1.535487581997604109e+06 6.273993641172169447e+08
1.537287684672865085e+06 6.274280522903783321e+08
1.539087787348126061e+06 6.274567308885035515e+08
1.540887890023387037e+06 6.274853999070465565e+08
1.542687992698648013e+06 6.275140593414613008e+08
1.544488095373908989e+06 6.275427091872026920e+08
1.546288198049169965e+06 6.275713494397257566e+08
1.548088300724430941e+06 6.275999800944863558e+08
1.549888403399691917e+06 6.276286011469404697e+08
1.551688506074952893e+06 6.276572125925447941e+08
1.553488608750213869e+06 6.276858144267562628e+08
1.555288711425474845e+06 6.277144066450325251e+08
1.557088814100735821e+06 6.277429892428314686e+08
1.558888916775996797e+06 6.277715622156115770e+08
1.560689019451257773e+06 6.278001255588320494e+08
1.562489122126518749e+06 6.278286792679520845e+08
1.564289224801779725e+06 6.278572233384317160e+08
1.566089327477040468e+06 6.278857577657310963e+08
1.567889430152301444e+06 6.279142825453115702e+08
1.569689532827562420e+06 6.279427976726342440e+08
1.571489635502823396e+06 6.279713031431608200e+08
1.573289738178084372e+06 6.279997989523537159e+08
1.575089840853345348e+06 6.280282850956759453e+08
1.576889943528606324e+06 6.280567615685905218e+08
1.578690046203867299e+06 6.280852283665614128e+08
1.580490148879128275e+06 6.281136854850527048e+08
1.582290251554389251e+06 6.281421329195293188e+08
1.584090354229650227e+06 6.281705706654562950e+08
1.585890456904911203e+06 6.281989987182993889e+08
1.587690559580172179e+06 6.282274170735250711e+08
1.589490662255433155e+06 6.282558257265996933e+08
1.591290764930694131e+06 6.282842246729907990e+08
1.593090867605955107e+06 6.283126139081660509e+08
1.594890970281216083e+06 6.283409934275934696e+08
1.596691072956477059e+06 6.283693632267419100e+08
1.598491175631738035e+06 6.283977233010805845e+08
1.600291278306999011e+06 6.284260736460791826e+08
1.602091380982259987e+06 6.284544142572079897e+08
1.603891483657520963e+06 6.284827451299377680e+08
1.605691586332781939e+06 6.285110662597396374e+08
1.607491689008042915e+06 6.285393776420854330e+08
1.609291791683303658e+06 6.285676792724477053e+08
1.611091894358564634e+06 6.285959711462988853e+08
1.612891997033825610e+06 6.286242532591124773e+08
1.614692099709086586e+06 6.286525256063622236e+08
1.616492202384347562e+06 6.286807881835229397e+08
1.618292305059608538e+06 6.287090409860689640e+08
